Date,Open,High,Low,Close,Adj Close,Volume
2013-06-28,60.299999,60.770000,60.040001,60.500000,51.339344,6160900
2013-07-01,60.730000,61.630001,60.730000,61.230000,51.958801,5100100
2013-07-02,61.209999,62.189999,61.049999,61.790001,52.434017,6708000
2013-07-03,61.470001,62.009998,61.060001,61.840000,52.476448,3780700
2013-07-05,62.110001,62.419998,61.520000,62.310001,52.875275,4281700
2013-07-08,62.509998,63.209999,62.310001,63.040001,53.494747,5872800
2013-07-09,63.310001,63.680000,63.209999,63.500000,53.885094,4831500
2013-07-10,63.619999,63.880001,63.310001,63.529999,53.910549,4849600
2013-07-11,64.110001,64.440002,63.880001,64.320000,54.580933,6187500
2013-07-12,64.260002,64.849998,64.250000,64.839996,55.022194,16577100
2013-07-15,64.790001,65.320000,64.669998,65.260002,55.378605,15601600
2013-07-16,65.239998,65.400002,64.709999,64.949997,55.115540,16526800
2013-07-17,65.239998,65.639999,65.129997,65.559998,55.633167,4853300
2013-07-18,65.370003,65.779999,65.150002,65.300003,56.001953,5061400
2013-07-19,65.589996,66.000000,65.279999,66.000000,56.602268,6958100
2013-07-22,66.080002,66.169998,65.720001,65.830002,56.456486,3984000
2013-07-23,65.970001,66.239998,65.919998,66.120003,56.705185,4089800
2013-07-24,66.250000,66.250000,65.129997,65.589996,56.250656,5025400
2013-07-25,65.410004,65.930000,65.300003,65.709999,56.353565,4094800
2013-07-26,65.410004,65.730003,65.330002,65.720001,56.362137,3118000
2013-07-29,65.540001,65.580002,64.900002,65.180000,55.899025,4255200
2013-07-30,65.449997,65.459999,64.510002,64.830002,55.598873,5285100
2013-07-31,64.919998,65.639999,64.860001,64.860001,55.624596,5529900
2013-08-01,65.720001,66.290001,65.519997,66.089996,56.679451,7272900
2013-08-02,65.959999,67.230003,65.790001,67.230003,57.657135,7520800
2013-08-05,67.000000,67.419998,66.570000,67.190002,57.622837,4002600
2013-08-06,67.120003,67.470001,66.629997,67.089996,57.537056,6248000
2013-08-07,66.930000,66.970001,66.279999,66.519997,57.048222,4168400
2013-08-08,67.040001,67.290001,66.370003,67.089996,57.537056,4646200
2013-08-09,67.010002,67.019997,66.169998,66.830002,57.314102,3668600
2013-08-12,66.320000,66.519997,66.059998,66.099998,56.688030,4489200
2013-08-13,66.430000,67.300003,66.300003,66.900002,57.374130,4963300
2013-08-14,67.150002,67.500000,66.720001,67.160004,57.597118,6488600
2013-08-15,66.760002,67.699997,66.620003,67.620003,57.991600,6475900
2013-08-16,67.370003,67.910004,66.970001,67.379997,57.785770,6536000
2013-08-19,67.410004,67.410004,65.790001,65.830002,56.456486,6449400
2013-08-20,65.820000,66.400002,65.559998,65.980003,56.585129,5589600
2013-08-21,65.970001,66.019997,65.290001,65.519997,56.190609,4414200
2013-08-22,65.580002,66.430000,65.449997,66.150002,56.730919,4100800
2013-08-23,66.260002,66.650002,66.040001,66.550003,57.073959,4396400
2013-08-26,66.589996,66.940002,66.209999,66.309998,56.868130,3214400
2013-08-27,65.949997,66.559998,65.940002,66.019997,56.619419,5352100
2013-08-28,66.180000,67.330002,66.180000,66.769997,57.262619,6656000
2013-08-29,66.510002,66.550003,65.980003,66.160004,56.739498,4382800
2013-08-30,66.279999,66.540001,66.120003,66.300003,56.859554,4963300
2013-09-03,66.959999,66.989998,66.510002,66.790001,57.279789,5541900
2013-09-04,66.870003,68.099998,66.709999,67.660004,58.025906,6529100
2013-09-05,67.660004,68.110001,67.459999,67.769997,58.120243,4285000
2013-09-06,67.879997,68.769997,67.449997,68.199997,58.489010,5990100
2013-09-09,68.250000,68.919998,68.050003,68.870003,59.063602,5166400
2013-09-10,68.900002,68.970001,68.309998,68.660004,58.883514,4464700
2013-09-11,68.730003,69.379997,68.580002,69.160004,59.312309,3782500
2013-09-12,69.190002,69.209999,68.720001,68.779999,58.986427,3616300
2013-09-13,69.139999,69.419998,68.879997,69.190002,59.338055,3996100
2013-09-16,69.769997,69.809998,69.139999,69.339996,59.466682,4780300
2013-09-17,69.309998,69.919998,69.260002,69.699997,59.775440,3737500
2013-09-18,69.589996,70.940002,69.419998,70.559998,60.512978,5209400
2013-09-19,70.599998,70.910004,70.059998,70.839996,60.753105,4741300
2013-09-20,70.849998,71.089996,70.269997,71.000000,60.890324,10130600
2013-09-23,70.660004,70.730003,69.800003,70.580002,60.530136,4680500
2013-09-24,70.629997,71.040001,70.339996,70.400002,60.375763,5739700
2013-09-25,70.489998,70.690002,70.029999,70.320000,60.307156,3970000
2013-09-26,70.339996,70.440002,69.889999,70.230003,60.229977,3836600
2013-09-27,70.160004,70.379997,69.919998,70.309998,60.298561,3423000
2013-09-30,69.690002,69.919998,69.300003,69.510002,59.612484,4802100
2013-10-01,69.459999,70.449997,69.320000,70.040001,60.067020,4141300
2013-10-02,70.019997,70.570000,69.750000,70.360001,60.341450,5022400
2013-10-03,70.190002,70.320000,69.570000,70.169998,60.178513,6550800
2013-10-04,70.180000,70.989998,70.029999,70.970001,60.864597,4996700
2013-10-07,70.400002,71.180000,70.150002,70.879997,60.787407,4621600
2013-10-08,70.769997,71.129997,70.150002,70.169998,60.178513,5142800
2013-10-09,70.239998,70.389999,69.620003,69.769997,59.835457,5768400
2013-10-10,69.800003,71.110001,69.690002,71.080002,61.567818,4454400
2013-10-11,70.820000,71.849998,70.760002,71.709999,62.113510,4592100
2013-10-14,71.300003,72.029999,71.250000,71.959999,62.330040,4223800
2013-10-15,71.900002,72.250000,71.470001,71.889999,62.269424,6252200
2013-10-16,72.320000,73.089996,72.199997,72.959999,63.196224,5534800
2013-10-17,72.680000,73.470001,72.540001,73.410004,63.586006,4494300
2013-10-18,73.580002,73.589996,72.730003,73.430000,63.603317,5223700
2013-10-21,73.529999,73.580002,72.900002,73.050003,63.274197,3407000
2013-10-22,73.260002,73.529999,72.879997,73.260002,63.456089,3597300
2013-10-23,72.919998,72.919998,71.949997,72.389999,62.702511,4442600
2013-10-24,72.669998,73.489998,72.440002,73.389999,63.568703,3707900
2013-10-25,73.529999,74.099998,73.010002,74.059998,64.149025,4218700
2013-10-28,73.910004,74.059998,73.599998,73.889999,64.001762,3480100
2013-10-29,74.199997,74.589996,74.000000,74.339996,64.391548,3389900
2013-10-30,74.400002,74.480003,72.870003,73.250000,63.447418,5278500
